Roll_No,Name,Gender,Semester,Branch,Attandance,Maths,DS,OS,DBMS,AI,Study_houre,Final_Percentage,Performance_Label,Father_Name,Mother_Name,Blood_Group,Date_of_Birth,Age,City,Address,Pincode,State,Country,Participant,Mobile_Number,Email_ID,Game
RGPV1146,Nirvi Gokhale,Male,6th,AIML,97,65,94,65,92,47,6,72.6,Average,Myra Chaudhuri,Ira Walia,AB-,08-12-2000,20,Vadodara,"House No. 489, Fatehgunj, Vadodara",437625,Gujarat,India,No,9658025642,fcontractor@ratta.com,Kabaddi
RGPV1147,Dhanush Gole,Female,6th,AIML,72,43,88,46,54,68,4,59.8,Poor,Yasmin Varkey,Ranbir Mani,B+,09-10-2001,19,Jaipur,"House No. 72, Vaishali Nagar, Jaipur",15981,Rajasthan,India,Yes,9133054632,balakrishnanfarhan@gmail.com,Cricket
RGPV1148,Shray Wason,Female,6th,AIDS,80,95,90,77,93,75,7,86,Excellent,Yashvi Khatri,Nirvi Viswanathan,B+,30-06-2004,19,Jaipur,"House No. 581, Mansarovar, Jaipur",375641,Rajasthan,India,Yes,9808088094,pmane@hotmail.com,Cricket
RGPV1149,Keya Bhasin,Female,6th,CSE,93,99,44,62,90,74,6,73.8,Average,Jivika Lala,Aaina Madan,B-,07-07-2004,21,Vadodara,"House No. 970, Gotri, Vadodara",689324,Gujarat,India,No,1649016707,gokhaleivan@swaminathan.com,Football
RGPV1150,Saira Ram,Female,6th,CSE,84,100,57,75,47,63,5,68.4,Average,Ahana  Thakkar,Zeeshan Sant,A-,29-06-2001,21,Amritsar,"House No. 851, Lawrence Road, Amritsar",172957,Punjab,India,No,2010936436,sverma@yahoo.com,
RGPV1151,Samar Dara,Male,6th,DS,93,93,82,61,51,80,6,73.4,Average,Farhan Basak,Tara Baria,O-,15-02-2004,20,Mangalore,"House No. 823, Hampankatta, Mangalore",796474,Karnataka,India,No,4392094259,jmand@joshi-kamdar.com,Football
RGPV1152,Kashvi Setty,Male,6th,AIDS,88,67,68,93,68,95,6,78.2,Excellent,Elakshi Lalla,Manjari Deol,AB+,17-05-2003,19,Mumbai,"House No. 69, Dadar, Mumbai",37700,Maharashtra,India,Yes,6505421861,akoshy@doshi.info,Badminton
RGPV1153,Kanav Mahajan,Female,6th,CSIT,76,76,82,61,64,47,5,66,Average,Kavya Chawla,Riya Dalal,A-,02-03-2007,20,Nagpur,"House No. 282, Sadar, Nagpur",915407,Maharashtra,India,No,6464165552,goyalayesha@hotmail.com,Chess
RGPV1154,Ela Varma,Male,6th,CSE,68,75,60,61,77,95,6,73.6,Average,Yakshit Wason,Aarna Hans,A-,05-03-2000,19,Jabalpur,"House No. 51, Wright Town, Jabalpur",718195,Madhya Pradesh,India,No,7301327057,sanghviela@sehgal.com,Football
RGPV1155,Madhup Gala,Male,6th,AIDS,90,62,97,96,85,55,6,79,Excellent,Yuvaan Rao,Ishita Bedi,A+,07-03-2006,21,Ludhiana,"House No. 82, Sarabha Nagar, Ludhiana",649405,Punjab,India,Yes,7630263476,mandpranay@hotmail.com,Kabaddi
RGPV1156,Aayush Chacko,Female,6th,DS,61,42,72,51,74,99,5,67.6,Average,Indrajit Kaur,Kartik Tara,B-,07-11-2006,20,Amritsar,"House No. 89, Ranjit Avenue, Amritsar",990642,Punjab,India,No,6036853396,anayasood@loke-iyengar.com,Cricket
RGPV1157,Anika Brar,Male,6th,CSIT,82,72,84,82,76,54,6,73.6,Average,Inaaya  Sarma,Purab Chana,A+,30-11-2000,19,Mumbai,"House No. 993, Dadar, Mumbai",332594,Maharashtra,India,Yes,3567829677,bahriaarna@chokshi.net,Kabaddi
RGPV1158,Vritika Wason,Female,6th,CSE,93,67,83,81,65,44,5,68,Average,Yuvaan Walia,Indrajit Halder,B+,16-10-2007,19,Mysuru,"House No. 109, VV Mohalla, Mysuru",328937,Karnataka,India,Yes,9746598389,srivastavarati@varma-sarkar.com,
RGPV1159,Adira Apte,Male,6th,CSE,61,41,46,97,87,45,5,63.2,Average,Kavya Kurian,Elakshi Savant,AB-,16-02-2001,21,Mangalore,"House No. 752, Kadri, Mangalore",10922,Karnataka,India,No,3657102662,vkeer@bakshi.biz,Badminton
RGPV1160,Riya Agrawal,Male,6th,DS,99,69,84,48,82,60,5,68.6,Average,Priyansh Virk,Zara Sane,B-,06-11-2001,19,Chennai,"House No. 554, Anna Nagar, Chennai",969315,Tamil Nadu,India,No,8936112928,yasmin15@yahoo.com,
RGPV1161,Ivan Sehgal,Female,6th,CSIT,96,43,92,82,63,65,5,69,Average,Baiju Bhavsar,Devansh Bhargava,AB-,09-02-2001,20,Ludhiana,"House No. 204, Model Town, Ludhiana",295126,Punjab,India,No,2208416885,prisha00@hotmail.com,Chess
RGPV1162,Miraya Sunder,Male,6th,CSE,61,58,49,65,72,94,5,67.6,Average,Kavya Chand,Taran Loke,O-,24-03-2002,20,Coimbatore,"House No. 548, Saibaba Colony, Coimbatore",497996,Tamil Nadu,India,No,7728637040,tarinidugar@gola-balan.com,Football
RGPV1163,Kiaan Bhavsar,Male,6th,AIDS,85,87,82,42,52,86,5,69.8,Average,Vritika Bhatia,Jivin Yadav,AB+,11-03-2004,21,Indore,"House No. 264, Rajendra Nagar, Indore",377069,Madhya Pradesh,India,Yes,2413906321,jratti@yahoo.com,Cricket
RGPV1164,Darshit Dhawan,Female,6th,AIML,92,80,80,61,68,70,6,71.8,Average,Anya Maharaj,Divit Mani,A-,22-09-2000,21,Ahmedabad,"House No. 650, Navrangpura, Ahmedabad",557763,Gujarat,India,Yes,7433928437,arau@hotmail.com,Cricket
RGPV1165,Navya Reddy,Male,6th,AIML,92,72,93,66,75,67,6,74.6,Average,Indrans Rajagopalan,Madhup Raju,A-,26-11-2003,21,Madurai,"House No. 581, Goripalayam, Madurai",127565,Tamil Nadu,India,No,7773911181,advik83@hotmail.com,Badminton
RGPV1166,Ivan Goel,Male,6th,CSE,87,47,74,87,89,81,6,75.6,Excellent,Jiya Arya,Vardaniya Chaudry,A-,11-12-2004,20,Lucknow,"House No. 581, Aliganj, Lucknow",454471,Uttar Pradesh,India,Yes,423894942,katapurab@chander-rama.com,Cricket
RGPV1167,Kismat Dhawan,Female,6th,AIDS,98,63,63,45,64,73,5,61.6,Average,Mamooty Khurana,Ahana  Deol,O+,27-12-2002,19,Jodhpur,"House No. 774, Sardarpura, Jodhpur",314695,Rajasthan,India,Yes,742420753,zsem@gmail.com,Cricket
RGPV1168,Inaaya  Kalita,Male,6th,DS,76,59,58,67,81,87,6,70.4,Average,Advika Bahri,Adira Salvi,A+,02-05-2006,21,Jalandhar,"House No. 794, Lajpat Nagar, Jalandhar",696649,Punjab,India,Yes,5292407324,keya69@gmail.com,Football
RGPV1169,Himmat Andra,Male,6th,AIDS,79,68,75,62,48,86,5,67.8,Average,Mishti Dalal,Aarush Bhat,B-,09-06-2001,20,Nagpur,"House No. 600, Sitabuldi, Nagpur",26403,Maharashtra,India,No,103212225,rkota@raval-sachdeva.org,Football
RGPV1170,Pari Sodhi,Female,6th,DS,92,44,44,99,51,77,5,63,Average,Veer Bahri,Ivan Sharma,AB-,20-07-2007,19,Durgapur,"House No. 700, Benachity, Durgapur",603201,West Bengal,India,Yes,3721014933,itak@hotmail.com,Cricket
RGPV1171,Gokul Barad,Female,6th,DS,68,84,68,56,92,77,6,75.4,Excellent,Renee Gopal,Tara Deshmukh,O+,30-08-2001,19,Indore,"House No. 729, Rajendra Nagar, Indore",142002,Madhya Pradesh,India,Yes,4587460055,gramachandran@gmail.com,Badminton
RGPV1172,Dhanush Wason,Female,6th,DS,97,88,46,91,65,86,6,75.2,Excellent,Darshit Din,Akarsh Mahajan,A+,09-09-2007,20,Gaya,"House No. 447, AP Colony, Gaya",526540,Bihar,India,Yes,4771346395,akarsh31@gmail.com,Kabaddi
RGPV1173,Nakul Tandon,Male,6th,AIML,69,59,65,83,62,83,6,70.4,Average,Nishith Sane,Miraan Deshpande,O+,01-06-2003,20,Lucknow,"House No. 180, Gomti Nagar, Lucknow",379625,Uttar Pradesh,India,Yes,5694580310,mehul20@dhingra-lal.net,Kabaddi
RGPV1174,Vaibhav Salvi,Male,6th,AIDS,76,76,56,83,99,57,6,74.2,Average,Advika Mannan,Ojas Bajwa,A-,28-06-2003,19,Siliguri,"House No. 573, Sevoke Road, Siliguri",376271,West Bengal,India,No,4022440417,nehmatdutta@gmail.com,Chess
RGPV1175,Aaina Gara,Male,6th,DS,94,88,71,57,52,96,6,72.8,Average,Hazel Luthra,Eva Chana,AB+,14-09-2000,20,Lucknow,"House No. 526, Aliganj, Lucknow",854045,Uttar Pradesh,India,No,638614575,yasmin24@kant.org,Cricket
RGPV1176,Suhana Virk,Male,6th,DS,70,62,98,77,59,43,5,67.8,Average,Vardaniya Mani,Bhavin Kala,AB+,05-08-2003,19,Lucknow,"House No. 683, Gomti Nagar, Lucknow",578076,Uttar Pradesh,India,No,543848161,akarshjayaraman@hotmail.com,Kabaddi
RGPV1177,Faiyaz Sami,Male,6th,DS,84,99,59,76,72,96,7,80.4,Excellent,Parinaaz Jhaveri,Rhea Bora,AB+,18-06-2004,19,Jalandhar,"House No. 556, Lajpat Nagar, Jalandhar",175377,Punjab,India,Yes,7406204998,gkant@hotmail.com,Football
RGPV1178,Jivika Ranganathan,Female,6th,AIML,100,100,57,61,53,95,6,73.2,Average,Hrishita De,Madhup Wali,AB+,01-05-2004,19,Jaipur,"House No. 463, Vaishali Nagar, Jaipur",890284,Rajasthan,India,No,1521909354,tthakkar@kale.com,Cricket
RGPV1179,Piya Sane,Female,6th,AIDS,94,99,85,83,95,92,8,90.8,Excellent,Ayesha Din,Hridaan Ratta,B-,04-06-2001,21,Surat,"House No. 934, Vesu, Surat",43400,Gujarat,India,Yes,4606675568,keyasinha@bala-sha.org,Badminton
RGPV1180,Damini Shanker,Female,6th,AIDS,75,48,67,93,40,66,5,62.8,Average,Alisha Mangal,Misha Brar,AB-,26-09-2006,20,Surat,"House No. 573, Vesu, Surat",846794,Gujarat,India,Yes,1958127436,rayjayant@hotmail.com,
RGPV1181,Miraya Banerjee,Male,6th,DS,72,95,72,60,49,75,6,70.2,Average,Azad Srivastava,Yasmin Buch,B+,22-11-2007,19,Jaipur,"House No. 875, Vaishali Nagar, Jaipur",101609,Rajasthan,India,Yes,7909687284,azad48@hotmail.com,Football
RGPV1182,Pranay Bahl,Male,6th,CSE,99,81,40,70,64,79,5,66.8,Average,Mamooty Dube,Lagan Gole,O+,14-07-2006,19,Muzaffarpur,"House No. 432, Aghoria Bazar, Muzaffarpur",845179,Bihar,India,No,8289480992,sainiritvik@mane-mangal.com,Football
RGPV1183,Vritika Dani,Female,6th,CSE,65,44,65,64,84,79,5,67.2,Average,Divit Sehgal,Yashvi Chopra,O-,11-01-2001,19,Jaipur,"House No. 450, Mansarovar, Jaipur",289440,Rajasthan,India,Yes,3630599831,skoshy@subramanian.info,
RGPV1184,Alisha Khare,Female,6th,CSIT,73,73,85,43,66,71,5,67.6,Average,Tiya Saxena,Hansh Kulkarni,A+,30-09-2000,19,Patna,"House No. 341, Rajendra Nagar, Patna",640375,Bihar,India,Yes,8605121900,farhan91@bakshi.info,Kabaddi
RGPV1185,Dishani Din,Female,6th,CSIT,75,60,76,94,79,95,7,80.8,Excellent,Yuvaan Jayaraman,Zara Sidhu,AB-,12-03-2002,20,Surat,"House No. 256, Katargam, Surat",955810,Gujarat,India,Yes,8068274634,vohrapihu@shah.com,Football
RGPV1186,Anika Ranganathan,Female,6th,CSIT,73,84,95,65,97,79,7,84,Excellent,Faiyaz Grewal,Manjari Ganesh,O+,12-09-2005,19,Udaipur,"House No. 568, Hiran Magri, Udaipur",95525,Rajasthan,India,No,2469931328,charvibuch@yahoo.com,
RGPV1187,Anaya Kumar,Female,6th,CSIT,69,59,56,75,98,86,6,74.8,Average,Kashvi Ganesh,Hunar Balay,AB+,27-09-2006,20,Muzaffarpur,"House No. 394, Aghoria Bazar, Muzaffarpur",25726,Bihar,India,No,5630524262,dharfateh@yahoo.com,Cricket
RGPV1188,Sana Saha,Female,6th,AIDS,60,82,55,55,60,64,5,63.2,Average,Biju Sharma,Nakul Ganesan,AB-,02-12-2007,21,Coimbatore,"House No. 958, Saibaba Colony, Coimbatore",693614,Tamil Nadu,India,No,9860476312,twason@hotmail.com,Badminton
RGPV1189,Samar Chhabra,Male,6th,AIDS,83,46,76,71,46,62,5,60.2,Average,Sahil Rao,Sana Kothari,A+,23-08-2002,19,Chennai,"House No. 270, Anna Nagar, Chennai",365908,Tamil Nadu,India,Yes,695159762,indrajitsaraf@gmail.com,Football
RGPV1190,Ritvik Chaudhary,Female,6th,CSIT,96,46,67,66,64,68,5,62.2,Average,Navya Barman,Sana Bhandari,B+,10-02-2004,20,Pune,"House No. 994, Hinjewadi, Pune",720683,Maharashtra,India,No,6777698259,samiha86@sodhi-sarna.net,Cricket
RGPV1191,Piya Venkataraman,Female,6th,CSE,86,77,94,99,49,58,6,75.4,Excellent,Tushar Bora,Drishya Bakshi,O+,06-12-2007,20,Gaya,"House No. 468, Civil Lines, Gaya",892920,Bihar,India,No,8728820277,tdora@cheema-gole.com,Cricket
RGPV1192,Jayant Lal,Male,6th,AIML,83,90,82,73,89,100,7,86.8,Excellent,Ela Sarin,Abram Singhal,B+,24-11-2002,21,Indore,"House No. 10, Rajendra Nagar, Indore",71649,Madhya Pradesh,India,Yes,2714692872,mishtitailor@yahoo.com,Chess
RGPV1193,Ivana Iyer,Male,6th,AIML,86,57,55,99,61,69,5,68.2,Average,Kabir Bal,Mohanlal Atwal,B-,28-07-2003,20,Gaya,"House No. 45, Civil Lines, Gaya",769266,Bihar,India,No,1600162526,bhattzara@seth-keer.info,Cricket
RGPV1194,Anahita Grover,Male,6th,DS,71,75,87,83,43,53,5,68.2,Average,Tushar Mann,Jayesh Sankar,B-,16-12-2003,20,Jabalpur,"House No. 620, Napier Town, Jabalpur",120923,Madhya Pradesh,India,No,3838224299,srinivasanritvik@badami-sur.com,Cricket
RGPV1195,Veer Golla,Female,6th,DS,66,51,59,41,66,45,4,52.4,Poor,Arnav Behl,Pihu Kapadia,AB-,30-01-2003,19,Kanpur,"House No. 540, Swaroop Nagar, Kanpur",496056,Uttar Pradesh,India,Yes,3174545386,umammen@solanki.com,
RGPV1196,Romil Aurora,Male,6th,CSE,100,56,45,82,81,68,5,66.4,Average,Indrajit Kapur,Ahana  Sangha,B-,03-05-2007,21,Bengaluru,"House No. 921, Whitefield, Bengaluru",574508,Karnataka,India,Yes,1096275301,ivanlad@yahoo.com,Kabaddi
RGPV1197,Nirvaan Doctor,Male,6th,DS,88,48,51,96,65,75,5,67,Average,Himmat Bora,Baiju Kadakia,A+,07-03-2001,20,Surat,"House No. 16, Vesu, Surat",132326,Gujarat,India,Yes,6977441262,aarush78@chatterjee.com,Badminton
RGPV1198,Shayak Venkatesh,Female,6th,CSE,80,53,46,50,88,93,5,66,Average,Anvi Saraf,Shayak Lall,AB-,31-05-2005,19,Jalandhar,"House No. 237, Urban Estate, Jalandhar",265952,Punjab,India,No,1302493535,rati20@dhillon.com,
RGPV1199,Farhan Dubey,Female,6th,DS,69,44,53,52,96,85,5,66,Average,Nishith Setty,Saanvi Comar,O+,21-02-2007,20,Muzaffarpur,"House No. 886, Brahmpura, Muzaffarpur",540242,Bihar,India,Yes,6860198823,plad@khanna.com,
RGPV1200,Saksham Sahni,Male,6th,DS,67,85,54,70,62,100,6,74.2,Average,Hrishita Hayer,Biju Bahl,B-,08-03-2006,19,Nagpur,"House No. 32, Sadar, Nagpur",439800,Maharashtra,India,No,2354958949,reyanshbhatia@hotmail.com,Chess
RGPV1201,Aradhya Srivastava,Male,6th,DS,91,93,51,82,45,54,5,65,Average,Anya Chhabra,Alisha Dada,O+,06-04-2002,19,Chennai,"House No. 852, Anna Nagar, Chennai",829728,Tamil Nadu,India,Yes,5727751837,jhanvikalla@datta-sibal.biz,Football
RGPV1202,Shamik Sami,Male,6th,CSIT,74,89,49,52,43,68,5,60.2,Average,Vardaniya Raja,Kanav Sandhu,O+,24-02-2000,20,Bengaluru,"House No. 951, Jayanagar, Bengaluru",286047,Karnataka,India,Yes,5335826050,dgara@vaidya.com,Football
RGPV1203,Bhamini Rajagopal,Male,6th,AIML,85,71,90,79,48,91,6,75.8,Excellent,Anvi Uppal,Umang Bala,O+,08-12-2007,20,Amritsar,"House No. 533, GT Road, Amritsar",612784,Punjab,India,No,36784791,zaina15@yahoo.com,Football
RGPV1204,Kanav Mall,Male,6th,CSE,96,41,83,64,40,97,5,65,Average,Hansh Deshpande,Drishya Luthra,A-,23-02-2007,21,Kolkata,"House No. 594, Garia, Kolkata",446507,West Bengal,India,Yes,9410122848,reneedas@varghese.com,Football
RGPV1205,Aarush Issac,Female,6th,AIDS,76,88,42,46,65,99,5,68,Average,Jivika Bose,Drishya Borah,O+,22-03-2004,21,Bengaluru,"House No. 168, Indiranagar, Bengaluru",954673,Karnataka,India,No,3753549727,samihadeep@chand.biz,Badminton
RGPV1206,Nakul Sandal,Female,6th,CSE,62,84,78,64,95,92,7,82.6,Excellent,Aaina Char,Rasha Rajan,O-,03-01-2004,19,Amritsar,"House No. 48, Lawrence Road, Amritsar",607792,Punjab,India,No,6514646921,senguptayuvaan@yahoo.com,Chess
RGPV1207,Ritvik Batta,Female,6th,AIML,96,81,53,78,86,99,6,79.4,Excellent,Anaya Sani,Faiyaz Bobal,A+,26-11-2003,19,Kolkata,"House No. 374, Salt Lake, Kolkata",256885,West Bengal,India,Yes,5128269136,sehershukla@hotmail.com,
RGPV1208,Ojas Chana,Female,6th,AIDS,75,68,98,89,86,79,7,84,Excellent,Kiara Jaggi,Siya Shan,B-,21-03-2005,20,Mysuru,"House No. 151, Gokulam, Mysuru",815587,Karnataka,India,Yes,1344389398,krishkala@hotmail.com,
RGPV1209,Aayush Mani,Male,6th,CSE,76,60,91,81,44,90,6,73.2,Average,Diya Sathe,Jivika Biswas,O-,27-11-2001,19,Amritsar,"House No. 385, GT Road, Amritsar",118141,Punjab,India,Yes,8807574474,dhruv78@yahoo.com,Cricket
RGPV1210,Kaira Ranganathan,Female,6th,DS,91,91,42,47,93,87,6,72,Average,Charvi Dugal,Shanaya Venkatesh,A-,06-02-2004,20,Jaipur,"House No. 265, Malviya Nagar, Jaipur",945710,Rajasthan,India,Yes,9753931988,rastogilavanya@gmail.com,Badminton
RGPV1211,Zara Thakur,Female,6th,CSIT,83,97,47,52,53,72,5,64.2,Average,Hazel Garg,Saksham Krish,B-,09-02-2005,21,Bengaluru,"House No. 272, Whitefield, Bengaluru",394269,Karnataka,India,Yes,9143758613,krishvarghese@konda-bera.com,
RGPV1212,Gokul Bora,Female,6th,AIML,92,71,83,59,79,61,6,70.6,Average,Saanvi Tandon,Tushar Venkataraman,A+,04-07-2005,21,Gaya,"House No. 104, Delha, Gaya",944393,Bihar,India,Yes,2780733492,baldiya@gmail.com,Football
RGPV1213,Shaan Jhaveri,Male,6th,AIML,95,60,63,54,92,51,5,64,Average,Raunak Vasa,Shanaya Upadhyay,A-,23-11-2000,19,Ludhiana,"House No. 419, Dugri, Ludhiana",376773,Punjab,India,Yes,4759300973,evadixit@yahoo.com,Chess
RGPV1214,Nitya Bhasin,Female,6th,CSIT,64,43,55,60,92,60,5,62,Average,Aayush Choudhry,Faiyaz Roy,B-,15-06-2001,19,Surat,"House No. 949, Adajan, Surat",443271,Gujarat,India,Yes,5065147534,hansh08@yahoo.com,Chess
RGPV1215,Prisha Sarma,Male,6th,DS,100,88,92,89,58,90,7,83.4,Excellent,Vaibhav Chakraborty,Taran Dara,O+,28-05-2003,19,Mumbai,"House No. 761, Andheri, Mumbai",57130,Maharashtra,India,Yes,2017959787,kiaanvohra@bora.com,Football
RGPV1216,Zaina Sodhi,Male,6th,CSE,93,84,56,97,90,46,6,74.6,Average,Misha Mane,Mannat Sawhney,O-,06-02-2003,19,Varanasi,"House No. 750, Sigra, Varanasi",159794,Uttar Pradesh,India,Yes,9438927586,stuvansidhu@chaudhuri-samra.com,Cricket
RGPV1217,Zeeshan Sule,Female,6th,CSE,94,98,40,96,87,41,6,72.4,Average,Taimur Handa,Umang Mani,B-,27-04-2007,19,Kolkata,"House No. 821, Park Street, Kolkata",30682,West Bengal,India,No,5818891507,zaraborah@edwin-dewan.biz,Kabaddi
RGPV1218,Lavanya Saha,Male,6th,CSE,94,76,68,68,57,81,5,70,Average,Mannat Mannan,Khushi Jain,AB+,01-01-2006,21,Madurai,"House No. 187, Anna Nagar, Madurai",376262,Tamil Nadu,India,Yes,2796883515,chararmaan@bath-sarma.com,Chess
RGPV1219,Elakshi Vyas,Male,6th,AIDS,69,91,44,96,82,74,6,77.4,Excellent,Alisha Sunder,Divij Bhalla,B-,18-02-2004,19,Mumbai,"House No. 855, Dadar, Mumbai",618157,Maharashtra,India,No,9262508849,ritvik62@hotmail.com,
RGPV1220,Rohan Kuruvilla,Female,6th,AIML,80,67,48,90,84,82,6,74.2,Average,Eva Master,Kaira Dyal,B+,20-03-2004,21,Siliguri,"House No. 729, Hakim Para, Siliguri",927745,West Bengal,India,Yes,7494035343,tellariaan@kashyap-garg.info,Cricket
RGPV1221,Ehsaan Barad,Female,6th,CSE,89,43,75,70,73,96,6,71.4,Average,Taran Loke,Nayantara Goswami,A+,14-03-2001,21,Nagpur,"House No. 849, Dharampeth, Nagpur",385663,Maharashtra,India,No,3262286470,sethiriya@dhillon.com,Chess
RGPV1222,Navya Deshpande,Female,6th,AIDS,70,99,43,80,58,65,5,69,Average,Indranil Zacharia,Hansh Sharaf,O+,05-11-2002,20,Jalandhar,"House No. 619, Lajpat Nagar, Jalandhar",250260,Punjab,India,Yes,9878312965,anya64@acharya.com,Badminton
RGPV1223,Ivan Mane,Female,6th,AIML,88,68,62,97,48,72,5,69.4,Average,Pari Kari,Darshit Som,O+,17-04-2005,21,Pune,"House No. 317, Kothrud, Pune",186572,Maharashtra,India,No,351283427,agrawalzain@yahoo.com,Kabaddi
RGPV1224,Mohanlal Swamy,Female,6th,CSIT,80,100,62,79,78,86,7,81,Excellent,Chirag Krishnamurthy,Zeeshan Raman,AB-,16-10-2003,20,Varanasi,"House No. 758, Bhelupur, Varanasi",342261,Uttar Pradesh,India,No,1198863144,jdugar@hotmail.com,Football
RGPV1225,Hazel Issac,Male,6th,DS,70,55,83,70,73,94,6,75,Excellent,Gokul Bandi,Adira Vyas,AB-,03-10-2007,19,Mumbai,"House No. 400, Andheri, Mumbai",556471,Maharashtra,India,Yes,1728499860,khalsaaaryahi@gmail.com,Badminton
RGPV1226,Riaan Kara,Female,6th,AIDS,78,78,84,87,40,85,6,74.8,Average,Ira Sen,Kiaan Sane,O-,14-06-2002,19,Pune,"House No. 808, Kothrud, Pune",475640,Maharashtra,India,No,9281089623,armaandani@bhatt.org,Chess
RGPV1227,Raghav Som,Female,6th,DS,96,56,75,72,47,93,5,68.6,Average,Urvi Venkatesh,Hazel Mani,B+,11-06-2007,20,Vadodara,"House No. 953, Gotri, Vadodara",886212,Gujarat,India,No,7159949637,baraltara@bajwa.com,Badminton
RGPV1228,Nehmat Deo,Female,6th,AIDS,64,78,95,40,87,91,6,78.2,Excellent,Sana Goswami,Yasmin Dora,O-,13-05-2002,21,Bengaluru,"House No. 366, Whitefield, Bengaluru",156589,Karnataka,India,No,9019907046,hridaansabharwal@jha.org,Chess
RGPV1229,Manjari Doctor,Female,6th,DS,98,93,59,60,76,74,6,72.4,Average,Arnav De,Shalv Kant,A-,21-01-2005,20,Jalandhar,"House No. 436, Urban Estate, Jalandhar",288385,Punjab,India,Yes,4957396276,handabhamini@gmail.com,Kabaddi
RGPV1230,Ivan Ghose,Male,6th,AIML,96,87,80,78,70,93,7,81.6,Excellent,Aradhya Varghese,Rhea Goswami,B-,01-11-2001,19,Coimbatore,"House No. 900, RS Puram, Coimbatore",672187,Tamil Nadu,India,Yes,2591615721,azadsinghal@sharma.com,Chess
RGPV1231,Samiha Bhattacharyya,Female,6th,CSIT,86,72,94,55,99,63,6,76.6,Excellent,Tanya Borra,Misha Shah,AB+,29-12-2004,21,Lucknow,"House No. 775, Hazratganj, Lucknow",270076,Uttar Pradesh,India,Yes,8674975869,borraehsaan@raman.info,Cricket
RGPV1232,Biju Mand,Male,6th,CSIT,72,43,54,79,90,44,5,62,Average,Darshit Vaidya,Anaya Thaker,A+,19-12-2006,21,Ahmedabad,"House No. 879, Maninagar, Ahmedabad",887657,Gujarat,India,Yes,9702094443,xshenoy@hotmail.com,
RGPV1233,Pihu Gopal,Female,6th,DS,74,40,70,77,46,56,4,57.8,Poor,Hazel Balan,Kismat Dhillon,O-,11-07-2001,19,Chennai,"House No. 960, T Nagar, Chennai",801909,Tamil Nadu,India,Yes,4517481300,ezachariah@gmail.com,Chess
RGPV1234,Manikya Ahluwalia,Male,6th,CSE,87,58,53,44,71,95,5,64.2,Average,Ishita Banerjee,Kashvi Bose,O-,28-11-2000,20,Gaya,"House No. 659, Delha, Gaya",287570,Bihar,India,Yes,8924307329,zchana@gmail.com,Football
RGPV1235,Adah Bala,Female,6th,CSE,90,55,75,79,40,46,4,59,Poor,Kimaya Sane,Eshani Wable,B+,07-11-2000,21,Jaipur,"House No. 401, Malviya Nagar, Jaipur",117614,Rajasthan,India,Yes,9651355492,darshitbarad@hotmail.com,Badminton
RGPV1236,Jivika Ganesh,Male,6th,AIDS,69,81,65,58,64,90,6,71.6,Average,Pari Swaminathan,Drishya Loke,A-,26-09-2003,20,Chennai,"House No. 322, Velachery, Chennai",824443,Tamil Nadu,India,No,7160601339,indrans32@sathe.com,
RGPV1237,Arnav Khurana,Male,6th,CSIT,89,71,80,44,81,67,5,68.6,Average,Vanya Soni,Ojas Venkatesh,AB-,18-04-2002,19,Kanpur,"House No. 52, Kidwai Nagar, Kanpur",78679,Uttar Pradesh,India,Yes,760346907,bdesai@keer-baral.com,Badminton
RGPV1238,Aaina Kulkarni,Female,6th,DS,99,56,71,100,52,48,5,65.4,Average,Kanav Shukla,Raghav Lad,B+,28-05-2002,20,Durgapur,"House No. 562, City Center, Durgapur",130630,West Bengal,India,No,968813049,vissac@shan.info,Chess
RGPV1239,Pranay Boase,Male,6th,DS,66,52,72,58,75,59,5,63.2,Average,Trisha Tella,Yasmin Jain,O-,22-07-2007,21,Vadodara,"House No. 163, Gotri, Vadodara",251195,Gujarat,India,No,8209348749,khushi56@goyal-madan.org,
RGPV1240,Manjari Sibal,Male,6th,DS,61,61,85,75,72,52,5,69,Average,Trisha Dara,Mannat Sankaran,AB+,19-01-2008,19,Madurai,"House No. 524, Goripalayam, Madurai",474924,Tamil Nadu,India,Yes,7736604017,nakul29@hotmail.com,Badminton
RGPV1241,Mamooty Tata,Female,6th,CSIT,65,41,78,75,47,96,5,67.4,Average,Tara Mangat,Elakshi Kakar,A+,09-01-2001,20,Nagpur,"House No. 236, Dharampeth, Nagpur",771782,Maharashtra,India,Yes,8170215784,cbatta@ratta-kade.info,Kabaddi
RGPV1242,Purab Lanka,Female,6th,CSIT,99,55,100,44,99,61,6,71.8,Average,Ivana Rout,Emir Bhakta,A+,01-07-2002,19,Nagpur,"House No. 61, Sadar, Nagpur",205990,Maharashtra,India,No,4632262400,divijdevan@dar.com,
RGPV1243,Raghav Srivastava,Male,6th,AIML,77,80,70,98,96,66,7,82,Excellent,Madhup Lad,Ira Wable,AB+,11-03-2001,20,Kanpur,"House No. 759, Kidwai Nagar, Kanpur",846016,Uttar Pradesh,India,Yes,6815109015,chaddrishya@saini-walia.info,Football
